t[s],Bpos,Bspd,A[cm²],Mma[Å²],P1[mN/m],P2[mN/m],T[°C],SP[V],pH,AD[V]
426.54,71.147,10,576.67,,0.0182,0,233.2,,-0.36,0
427.66,71.336,10,576.13,,0.0126,0,-0.07,,-0.36,0
428.66,71.504,10,575.64,,0.0245,0,-238.85,,-0.36,0
429.79,71.689,10,575.1,,0.0251,0,-399.18,,-0.36,0
430.79,71.856,10,574.62,,0.0232,0,-310.49,,-0.36,0
431.79,72.023,10,574.13,,0.0363,0,-216.84,,-0.36,0
432.91,72.211,10,573.59,,0.0181,0,-130.67,,-0.36,0
434.03,72.398,10,573.04,,0.0363,0,-236.5,,-0.36,0
435.15,72.587,10,572.5,,0.0288,0,-382.42,,-0.36,0
436.27,72.773,10,571.96,,0.029,0,-482.36,,-0.36,0
437.4,72.96,10,571.42,,0.0247,0,-300.4,,-0.36,0
438.51,73.148,10,570.87,,0.0313,0,-66.72,,-0.36,0
439.63,73.337,10,570.32,,0.0339,0,46.11,,-0.36,0
440.64,73.503,10,569.84,,0.0264,0,-117.32,,-0.36,0
441.76,73.692,10,569.29,,0.0191,0,-227.38,,-0.36,0
442.76,73.855,10,568.82,,0.0115,0,-301.43,,-0.36,0
443.88,74.043,10,568.27,,0.0239,0,-341.78,,-0.36,0
444.88,74.211,10,567.79,,0.0214,0,-333.44,,-0.36,0
446,74.397,10,567.25,,0.0241,0,-345.53,,-0.36,0
447,74.566,10,566.76,,0.0212,0,-247.91,,-0.36,0
448,74.732,10,566.28,,0.0147,0,-131.25,,-0.36,0
449.13,74.92,10,565.73,,0.0122,0,-136.66,,-0.36,0
450.25,75.107,10,565.19,,0.0209,0,-147.15,,-0.36,0
451.26,75.275,10,564.7,,0.0278,0,-277.68,,-0.36,0
452.38,75.46,10,564.17,,0.0332,0,-207.41,,-0.36,0
453.51,75.652,10,563.61,,0.0228,0,-216.37,,-0.36,0
454.52,75.819,10,563.13,,0.0353,0,-90.09,,-0.36,0
455.52,75.987,10,562.64,,0.0213,0,9.47,,-0.36,0
456.53,76.156,10,562.15,,0.0311,0,149.46,,-0.36,0
457.54,76.323,10,561.66,,0.0344,0,130.34,,-0.36,0
458.66,76.51,10,561.12,,0.031,0,-37.81,,-0.36,0
459.79,76.699,10,560.57,,0.0449,0,-234.61,,-0.36,0
460.79,76.864,10,560.1,,0.0384,0,-276.88,,-0.36,0
461.8,77.032,10,559.61,,0.0432,0,-287.84,,-0.36,0
462.92,77.22,10,559.06,,0.0317,0,-273.87,,-0.36,0
463.92,77.384,10,558.59,,0.032,0,-260.9,,-0.36,0
465.04,77.573,10,558.04,,0.0326,0,-192.43,,-0.36,0
466.16,77.762,10,557.49,,0.0246,0,-64.23,,-0.36,0
467.28,77.948,10,556.95,,0.0371,0,17.61,,-0.36,0
468.4,78.134,10,556.41,,0.0182,0,6.06,,-0.36,0
469.41,78.301,10,555.93,,0.0379,0,-103.79,,-0.36,0
470.41,78.467,10,555.44,,0.0209,0,-77.22,,-0.36,0
471.53,78.656,10,554.9,,0.032,0,-53.11,,-0.36,0
472.65,78.843,10,554.36,,0.0193,0,74.98,,-0.36,0
473.77,79.031,10,553.81,,0.0401,0,132.06,,-0.36,0
474.9,79.22,10,553.26,,0.036,0,44.13,,-0.36,0
475.91,79.389,10,552.77,,0.038,0,-292.49,,-0.36,0
477.03,79.576,10,552.23,,0.0391,0,-522.98,,-0.36,0
478.04,79.744,10,551.74,,0.0277,0,-445.14,,-0.36,0
479.16,79.93,10,551.2,,0.0435,0,-193.14,,-0.36,0
480.16,80.097,10,550.72,,0.0317,0,22.32,,-0.36,0
481.28,80.285,10,550.17,,0.0434,0,-79.39,,-0.36,0
482.41,80.474,10,549.63,,0.0259,0,-277.13,,-0.36,0
483.53,80.661,10,549.08,,0.0277,0,-269.91,,-0.36,0
484.65,80.848,10,548.54,,0.0374,0,-71.67,,-0.36,0
485.65,81.015,10,548.06,,0.0273,0,149.55,,-0.36,0
486.78,81.202,10,547.51,,0.0371,0,43,,-0.36,0
487.78,81.374,10,547.02,,0.039,0,-137.06,,-0.36,0
488.91,81.562,10,546.47,,0.0456,0,-295.27,,-0.36,0
490.03,81.748,10,545.93,,0.0264,0,-179.02,,-0.36,0
491.15,81.936,10,545.38,,0.0404,0,14.66,,-0.36,0
492.27,82.124,10,544.84,,0.0266,0,16.37,,-0.36,0
493.28,82.288,10,544.37,,0.0356,0,-107.39,,-0.36,0
494.4,82.476,10,543.82,,0.0263,0,-323.45,,-0.36,0
495.5,82.662,10,543.28,,0.0384,0,-365.53,,-0.36,0
496.62,82.844,10,542.75,,0.0458,0,-377.24,,-0.36,0
497.74,83.033,10,542.21,,0.0282,0,-249.1,,-0.36,0
498.86,83.217,10,541.67,,0.044,0,46.49,,-0.36,0
499.99,83.407,10,541.12,,0.0299,0,152.35,,-0.36,0
500.99,83.576,10,540.63,,0.0378,0,113.37,,-0.36,0
502.11,83.761,10,540.09,,0.0374,0,-102.13,,-0.36,0
503.23,83.949,10,539.55,,0.0433,0,-46.86,,-0.36,0
504.35,84.136,10,539,,0.0383,0,-16.51,,-0.36,0
505.47,84.324,10,538.46,,0.0391,0,-151.16,,-0.36,0
506.59,84.511,10,537.92,,0.0263,0,-224.47,,-0.36,0
507.59,84.679,10,537.43,,0.0414,0,-123.9,,-0.36,0
508.59,84.843,10,536.96,,0.0403,0,-91.56,,-0.36,0
509.72,85.03,10,536.41,,0.0428,0,-80.78,,-0.36,0
510.84,85.218,10,535.87,,0.0392,0,-73.17,,-0.36,0
511.96,85.407,10,535.32,,0.0443,0,37.34,,-0.36,0
513.08,85.594,10,534.78,,0.0519,0,12.54,,-0.36,0
514.09,85.759,10,534.3,,0.03,0,-84.31,,-0.36,0
515.2,85.948,10,533.75,,0.0365,0,-223.54,,-0.36,0
516.21,86.115,10,533.27,,0.0363,0,-371.37,,-0.36,0
517.33,86.3,10,532.73,,0.0405,0,-413.61,,-0.36,0
518.33,86.468,10,532.24,,0.0347,0,-138.44,,-0.36,0
519.34,86.639,10,531.75,,0.0349,0,-41.97,,-0.36,0
520.35,86.806,10,531.26,,0.0362,0,-165.55,,-0.36,0
521.37,86.977,10,530.77,,0.0364,0,-258.45,,-0.36,0
522.38,87.144,10,530.28,,0.0425,0,-165.47,,-0.36,0
523.38,87.314,10,529.79,,0.0468,0,-134.27,,-0.36,0
524.39,87.48,10,529.31,,0.0349,0,-298.91,,-0.36,0
525.39,87.649,10,528.82,,0.0512,0,-351.8,,-0.36,0
526.51,87.834,10,528.28,,0.0434,0,-306.28,,-0.36,0
527.51,88.003,10,527.79,,0.0381,0,-247.41,,-0.36,0
528.63,88.189,10,527.25,,0.0441,0,-155.55,,-0.36,0
529.64,88.357,10,526.77,,0.0432,0,38.85,,-0.36,0
530.76,88.544,10,526.22,,0.0451,0,51.2,,-0.36,0
531.76,88.711,10,525.74,,0.0482,0,-197.51,,-0.36,0
532.76,88.877,10,525.26,,0.0506,0,-340.67,,-0.36,0
533.89,89.063,10,524.72,,0.0419,0,-248.02,,-0.36,0
534.89,89.235,10,524.22,,0.0367,0,-100.45,,-0.36,0
536.01,89.419,10,523.68,,0.042,0,-38.18,,-0.36,0
537.01,89.585,10,523.2,,0.0429,0,-110.24,,-0.36,0
538.13,89.776,10,522.65,,0.0465,0,-130.05,,-0.36,0
539.25,89.964,10,522.1,,0.0544,0,-198.1,,-0.36,0
540.26,90.131,10,521.62,,0.0477,0,-281.11,,-0.36,0
541.38,90.319,10,521.07,,0.0404,0,-174.16,,-0.36,0
542.51,90.507,10,520.53,,0.0487,0,-61.38,,-0.36,0
543.51,90.672,10,520.05,,0.0383,0,80.84,,-0.36,0
544.63,90.86,10,519.5,,0.0448,0,75.07,,-0.36,0
545.75,91.046,10,518.97,,0.0558,0,20.98,,-0.36,0
546.88,91.235,10,518.42,,0.0551,0,-232.09,,-0.36,0
548,91.421,10,517.88,,0.0529,0,-135.74,,-0.36,0
549.12,91.61,10,517.33,,0.0274,0,-69.15,,-0.36,0
550.24,91.799,10,516.78,,0.0564,0,-260.82,,-0.36,0
551.25,91.964,10,516.3,,0.0462,0,-325.32,,-0.36,0
552.37,92.153,10,515.76,,0.0388,0,-128.26,,-0.36,0
553.49,92.34,10,515.21,,0.0434,0,84.06,,-0.36,0
554.5,92.505,10,514.73,,0.0498,0,76.8,,-0.36,0
555.5,92.673,10,514.25,,0.0608,0,-153.39,,-0.36,0
556.5,92.84,10,513.76,,0.0499,0,-396.88,,-0.36,0
557.62,93.026,10,513.23,,0.0449,0,-293.87,,-0.36,0
558.74,93.213,10,512.68,,0.0393,0,20.68,,-0.36,0
559.86,93.4,10,512.14,,0.0547,0,287.5,,-0.36,0
560.98,93.59,10,511.59,,0.046,0,152.71,,-0.36,0
561.98,93.755,10,511.11,,0.0572,0,-9.59,,-0.36,0
563.11,93.944,10,510.56,,0.0547,0,-139.61,,-0.36,0
564.23,94.13,10,510.02,,0.0404,0,-63.13,,-0.36,0
565.36,94.319,10,509.47,,0.0592,0,9.52,,-0.36,0
566.36,94.486,10,508.99,,0.0395,0,124.35,,-0.36,0
567.48,94.673,10,508.45,,0.0414,0,104.9,,-0.36,0
568.6,94.86,10,507.91,,0.0551,0,-73.17,,-0.36,0
569.61,95.026,10,507.43,,0.0547,0,-297.82,,-0.36,0
570.73,95.219,10,506.86,,0.042,0,-481.34,,-0.36,0
571.85,95.403,10,506.33,,0.0365,0,-339.26,,-0.36,0
572.86,95.572,10,505.84,,0.0567,0,-222.8,,-0.36,0
573.97,95.756,10,505.31,,0.0413,0,-131.72,,-0.36,0
575.09,95.942,10,504.77,,0.0533,0,-390.1,,-0.36,0
576.22,96.129,10,504.22,,0.0478,0,-319.56,,-0.36,0
577.22,96.297,10,503.74,,0.0469,0,-237.44,,-0.36,0
578.33,96.486,10,503.19,,0.0509,0,-37.57,,-0.36,0
579.34,96.653,10,502.71,,0.0559,0,18.48,,-0.36,0
580.46,96.838,10,502.17,,0.052,0,117,,-0.36,0
581.58,97.026,10,501.63,,0.0526,0,106.95,,-0.36,0
582.71,97.213,10,501.08,,0.0479,0,62.12,,-0.36,0
583.83,97.4,10,500.54,,0.0646,0,61.85,,-0.36,0
584.84,97.572,10,500.04,,0.0578,0,134.41,,-0.36,0
585.86,97.738,10,499.56,,0.0435,0,83.56,,-0.36,0
586.86,97.909,10,499.06,,0.047,0,86.93,,-0.36,0
587.87,98.076,10,498.58,,0.0504,0,161.39,,-0.36,0
588.88,98.246,10,498.09,,0.0471,0,220.42,,-0.36,0
589.88,98.414,10,497.6,,0.0557,0,271.38,,-0.36,0
591,98.601,10,497.06,,0.035,0,228.87,,-0.36,0
592,98.769,10,496.57,,0.0377,0,247.02,,-0.36,0
593.13,98.955,10,496.03,,0.0496,0,198.59,,-0.36,0
594.25,99.143,10,495.48,,0.0517,0,132.53,,-0.36,0
595.37,99.332,10,494.94,,0.0576,0,30.38,,-0.36,0
596.38,99.497,10,494.46,,0.0449,0,-15.39,,-0.36,0
597.38,99.663,10,493.98,,0.0585,0,-73.88,,-0.36,0
